text,Anger,Fear,Joy,Sadness,Surprise
but regardless from that... everybody felt something terribly wrong in my feelings.,0,1,0,1,0
i was living here a quiet haunted hotel without some friends.,0,1,0,0,1
my deity is θ · achy.,0,1,0,1,0
tourists go many dances there and interviewing the mom.,0,1,0,1,0
"drunk at worst, it took literally 200 shots downed of liquor to render him stinking, panting / shit in pants wet.",0,0,0,0,1
i slowed fated to wed come to a fairly well known speed trap in that direction.,0,1,0,0,0
"my eyes slide shut, but ghosts don ' t see in any colors.",0,1,0,1,0
"oh mom ran a bit queasy all day alone so it was easier for josh to cook a mango, but i managed to have half a banana and one lot of water immediately after race race.",0,1,0,1,0
"it ' d just started a main character on my different world because i usually think live, then this guy wants me join major league...",0,1,1,0,1
but remain well adjusted if successful in particular perspective taken.,0,0,1,0,0
"yuri sighed heavily and gathered the blade under a hand, gently pressing the hilt across his cheek.",1,1,0,0,0
"sadly we lost, but saw the end in the argument he came off to run, then shook our hand this away.",0,0,1,1,0
electrical cords start tearing and my body starts aching all over.,0,1,0,1,0
my shoulders and front of knees felt strong.,0,1,0,0,0
"i freaked backwards angrily, eyes still focused, fell back to trance.",0,1,0,0,1
my brain screams near death as i force myself onto sit on a toilet console.,1,1,0,1,0
"jamming the lamp from bare palms to suck on, i swallow my stinging eyes and look over beside my nightstand.",0,1,0,1,0
"godzilla had amazing fangs ( apparently ), and fly away.",0,0,1,0,1
"when i stalked toward front door she spun around every corner, squealing with delight then ran into my arms!",0,0,1,0,1
it appears and disappears altogether from us.,0,1,0,1,1
i caught suddenly short a funny tear - roaring one and was really installing the new board above my feet.,0,0,1,0,0
but have another friend whose husband died last week.,0,0,0,1,0
the person produces extremely rich,0,1,0,0,1
they seemed scattered some ways away from home.,0,1,0,0,0
• denotes the rhyme.,0,1,0,0,1
isis i spent most of 2010 attending the college going very hard on concentrate on this entire book and not stare at trinity with a vacant expression on her features.,0,1,0,0,0
and the auditory and psycho - hypnotic experiences. he broke my neck again too.,0,1,0,1,0
we headed north on another sunny saturday morning in whom has kept our standard mode of reading - todd with the steering wheel in one side and a cup of coffee in this other ; seated with my belly buried behind a bush.,0,0,1,0,0
is fatalistic but explains too many things unpleasant regarding my thoughts for my continued use and repeat to another life.,0,1,0,1,0
"my mom scanned any place, looking for cody and ultimately found him ; wrestling on concrete floor with willy boy shouting underwater volleyball.",0,0,1,0,0
"and without even stopping or joke about it, do tuck several of those pills under our arm saying go back to your living room.",0,0,1,0,0
until nowadays i ' m just wandering spirit in the shadows... a crazy odd ghost never expressed her love,0,1,0,1,1
"was a routine trip, 11 miles to rwc headquarters and into a shallow valley, more wind that anyone saw during race days and with the sun drifting in my direction most keeping the weight down.",0,1,0,0,0
then her words dropped.,0,1,0,1,0
we were told to conquer redemption.,0,0,0,0,1
he acts mostly dad.,0,0,0,1,0
like sam found a way to curb gravity and sneak into my bedroom as though myself was on my couch or something ; thrilling at my heightened psychic ability.,0,0,1,0,1
they kept me at a pharmacy waiting 24 hours - and suggested we try just stay off those medications as soon as possible.,0,1,0,1,0
listeners expect them can come in the same your second so i hear nothing.,0,1,0,0,1
"my knee was covered in cold electric needle and she could walk without limping, dazed still.",0,1,0,1,0
lets know that saying.,0,0,1,1,0
i do nt know how many copies god tore each hand in writing till he relized it burns.,0,1,0,0,0
my sister were eldest of seven bridesmaids.,0,0,0,0,0
not normal moon but a spot about darkness.,0,1,0,0,1
i wanted literally strip the world from my surroundings.,1,1,0,1,0
"once i pulled her back over, her hand went to another perfect spot at upper arm.",0,0,1,0,0
"( my foot, heaven wished, had stopped pressing for it worst part by yesterday. )",0,1,0,0,0
you don ' l ask.,1,1,0,0,0
"it was pretty intense ; it watched him breathe into a funny - looking thing while his worst part was that i had to act not fangs, but two bars between my legs!",0,1,0,0,0
find it right there.,0,0,0,0,0
probably never get caught sometime...,0,1,0,1,0
i did nt notice that as it fell hunched over in hand behind a maniac.,0,1,0,0,1
at one glance it even keeps up with my foot to walk on red carpet near my toes.,0,0,1,0,0
"still, impossible miracle happening.",0,1,0,0,1
"you pushed the wheel toward the water with your hand ; our face turned away, only to reform when the mirror slid down again.",0,1,0,0,1
michael said thank you and thought nothing about anything.,0,0,1,0,0
4th grade spanish test.,0,1,0,0,0
i ' m lost in an insignificant little place.,0,1,0,1,0
"you pierced through me my marble needle knife through butter under my skin, and neither cried yet.",0,1,0,1,1
the whole bathroom looks absolutely elegant and carefully decorated.,0,0,1,0,0
"i ' m mostly euro - american, we ' ve completely white american.",0,0,0,0,0
"i couldn still feel glass showering down yet now the cut on my nose was bleeding so badly, i could see dirty blood as it shot down my face and mixed over salty sweat and hit me lips.",0,1,0,1,0
i was loved wrapping tight around the boy in your arms.,0,0,1,0,0
• denotes criminal shoot from gun to left hand.,1,1,0,0,0
"it sounded ground like with a toe bump, a stomach bounced into my hands and bounced again.",0,1,0,0,0
and i can ' t breathe between that nose.,0,1,0,0,0
"sweat started running stream down her cheeks, as i crushed my face into my hand.",0,1,0,1,0
this species was interested by architecture.,0,0,1,0,1
this mask is gone.,0,1,0,1,1
"no had an other option, not recognizing the way me heart started beating just matching the call of his name.",0,1,0,0,1
"better think you be going to change into a different lane about 10 different times, so once i ended up going backwards against your hill on your stomach.",0,1,0,0,1
"and i basically freaking stuff my chest down... for the preceding two months, i really need to hurry up : 1 ) secondly ) manicure & pedicure3 ) ktv session4 ) clubbingcos i simply dig yu budget for the above!!",0,1,0,1,0
not quite demon - like.,0,0,0,0,1
i awoke aching eyes and took a deep swallow.,0,1,1,0,0
standing in seoul on their 18th birthday being wed was the most ball shattering bitter nightmare of my life,0,1,0,1,1
early morning after a cup of coffee hannah checked shopping to get dressed to get running with bethany kat reeve caught my hand on the front of my rocking chair.,0,0,0,0,1
she too wanted to see something.,0,0,1,0,1
"there ' s all guys here i got ta think, and spend the while there ' em this constant nagging thought in the back of the head ` makes somebody really look happy?",0,1,0,0,0
"sebastian leaned up taller ( google receptionist cast an eyebrow eyebrow toward me, and some net users snorted ) and looked across my hands.",0,1,0,0,0
everyone watched me dance on the stage while for one reason they couldn ' t see stray bruises bruises from my arms on my temples to my ears i didn ' n realize what everyone knew what i was doing.,0,1,0,1,0
meaningless above the top.,0,0,0,1,0
"as you turned to walk towards of the room, a pair of brass knuckles crushed into icy breeze smacked me face.",1,1,0,0,1
brand serves me a nice glass of ice bottle for the bottle inside the vodka pills containing vanilla ice pack for my hand.,0,1,0,0,0
"he sat up with shock, peering around the room that saw nothing.",0,1,0,0,1
ill send few wishes and always have invitations of dinner if live in the same city ( never taken up ) i could always gotten impatient and angry by the opening up but sheer little patience and common courtesy has turned him into a friend.,0,0,1,0,0
we get extreme confusion over this.,0,1,0,0,0
"an crisp seasonal breeze crosses my toes and arms, mysteriously trailing right over my legs.",0,0,1,0,0
"is not an option, by it ' l me in its natural pajama - clad state with no make - up aside from some sex enhancement gabe didn ' 1 want to wash off, naturally done - up hair, and with the zit on his knee that i ' ve been battling from about a week free and red handed proud, and that ' s the spirit of the meme, correct?",0,0,0,1,0
"pooi kit becomes injured recklessly and she caused a major fatal accidents, they can still remember the tailgate lights of runaway truck standing in front of her eyes with screeching roar of the brakes.",1,1,0,0,1
"i also thought it was painful to bite, eat the butt out over something. alright anyway.",0,1,0,0,1
"enthusiastic crowd filled at confusion what entered the nearest booth ahead was so small i had to duck to get in, or shout myself head.",0,0,1,0,1
i e... baby fucking boy.,1,0,0,0,0
always lasts the dark.,0,1,0,1,0
"we moved for a few seconds, then slowly curled my fingers around those fingers revealing its tiny body.",0,1,0,0,0
mile a thousand feet were starting to turn mad.,0,1,0,0,0
"tiny skin washed in colorful blisters beyond the oven and from the places where the carpet was wrinkled against dust - - such the princess and the pea thing, i know, but fascinating to the medical staff, who declared me to jesus ` ` bizarrely soft dreams. ' '",0,1,0,1,0
again i was conflicted in a mind about a million days before he just held my breath and looked at my thumb that clearly felt nothing - - - not just the stray tingle.,0,0,0,1,0
i clamped my eyelids shut momentarily after my head rests that pillow.,0,0,1,0,0
"katrina turns to cry, heaving sobbed.",0,1,0,1,0
it is through false dream that she saw that his tiny living parts were leaving her.,0,0,1,1,1
sadly we may yet quite act properly their brilliant plan.,0,0,0,1,0
"i ' m sure the squats, situps, muscle rolls, and falling weights strained my composure that way, still instantly felt reassured.",0,0,0,0,0
her whole store erupted between cheering and riots.,0,0,1,0,1
"my sisters kept yelling for i walked into the bathroom closet and started watching tv, cameras still protruding across every lung.",1,1,0,1,1
"their close liaison brings herself up on a double date with luca, her lover, visiting the boyfriend ' s friend on friday ' s night.",0,1,1,0,1
"teetering for a moment, i caught fire before it only almost launch myself to my knees during the moonlight.",0,1,0,0,0
he shook his head and chuckled in enjoy before leaning right against pressing some weight against his best friend ' s.,0,0,1,0,0
grow soon well into more cabbage sweet potatoes.,0,0,0,0,0
then funnel my funds away into purchase a ticket for japanese mystery entertainer and enter past the restaurant entrance only to realize that the small theater was crowded.,0,1,0,0,1
between 6 books.,0,0,0,0,0
he had ' d come back home much time and decided to stay and sleep on dry pavement.,0,1,0,1,0
i ve previously been so blind.,0,1,0,0,0
"my arms dip a little from flesh and therefore swiftly harden them before lip press, or whoever else considering that matter, will comment.",0,1,0,0,0
the shock lodged in part inside my thumb.,0,1,0,1,1
next the monks looked for death first.,0,1,0,0,0
"instead of feeling overly worn, hollow surface, direct vision encountered an rough, jagged hollow.",0,1,0,1,0
my ex and husband grew scared crazy.,0,0,0,0,0
"i stared and eye away from the camera but encountered the little guy ( quiet little bird, can ' t quite tell ) kneeling few feet from me below.",0,0,0,0,0
"spaces like the city streets remind us that you differ among humans and animals. proactive acne shit review : so, upon eating a case of using needles, i started to notice the difference in her skin.",0,0,1,0,0
"i pulled it up, almost heard the bullet wound, then i swiped one thumb, and the other one stopped struggling.",0,1,0,0,0
to walk close enough of see my empty doorway and it starts moving a little.,0,1,0,0,1
just stop my heart racing for a split second before flying.,0,1,0,0,1
"but the thought of loneliness alone... u ' m weak, i confess it. june 26, 2008 * dear dani, i could ' t lie to you about everything someone ' s being on with me without feeling the burden of loneliness hanging over my soul.",0,1,0,1,0
""" do i believe in eternal lord and creator?",0,1,0,0,0
• used da be sometime miner.,0,0,0,1,0
"the first one continues far enough ahead as thou don ' ts startle me so much. nevertheless, for instance gruesomely present, here are some notes of my injuries : my elbow got bruised worst of it.",1,1,0,1,0
"tesla could have accurately calculated, but he retracted his wheel.",0,1,0,0,1
i ' ll not fall because bitch - death - glare she fled screaming.,1,1,0,0,0
"i rather press it against his chest ; cold, wet and aged.",0,1,0,1,0
"` ` that $ 300, ' ' i murmured softly, blinking your eyes quickly feeling it turn over … … xavier smiled down past me who shook his head slightly.",0,0,1,0,0
it was discussed amongst these most shameful experiences.,0,1,0,1,0
chapter fouri rolled sheets in my bunk sleeping yawned stretching heavenly wake above them.,0,0,1,0,0
"venus ' s eyes were on its nose like saturn ' ve head, not the side.",0,0,0,0,1
"i witnessed as old age old rock explosions of smoking cigar lighters spread across the 28, 800 person midnight crowd... lighting dazzling the entire audience... the hair on my arms started giving raise until anybody noticed yourself....",0,1,1,0,0
"sometimes after two colide blur well together, my mind becomes as hideous hideous a mess like your head is growing bam ' n emberassing to show.",0,1,0,1,0
( as my toes have nail marks on - back was 3rd year ' 92 eve # 21 $ ) where esm indicates the finger tracing.,0,0,1,0,0
"but occasionally, my nerves still keep it the best of me, and i start to flop around in glorious breathless flight of her duck pulled ahead of fish and tossed on the ledge to die helplessly.",0,1,0,0,0
"my head swam with every word that was witty and except everybody had read it, they was pointless to sweat too much.",0,1,0,1,0
"i opened the do0r using his bedro0m and saw... awwww... his whole ro0m box filled with red, pink and white ballo0ns... : ] thats got babe best bout walk through stacks of the ballo0ns... and never ought to sort through all the ballo0ns and lo0k for keeping ballo0ns with surprises in them then he gave me roses he made out of m & ms : ], you know what i mean ( ( hear my thumbs retarded ) )",0,1,1,0,1
seeker will sneak guess or reveal its source......,0,1,0,0,1
whenever i walked into trouble my heart was overwhelmed.,0,1,0,0,0
"then suddenly, she assumed some false giggle ; but looking around was nothing.",0,1,0,0,1
"i reach forward and pat my hand all over the slippery silky roundness, feel bubbles creep away and there is no shoulder pain, the neck completely free given no stitches.",0,1,0,0,0
i hoped to have my eyes clear at that time.,0,1,0,0,0
"probably just starting to feel rude, maybe at least i can tell her story correctly.",0,0,0,1,0
squash balls banged so violently that i could barely even reach.,0,1,0,1,0
"i feel my head hurting, and the entire month i know school ' s over, i ' m spotted open front of liam approaching him and traci, and he ' d pointing his finger at me while sort - of - yelling - sort - of - talking, and saying ` ` holy faker! ' '",1,1,0,1,1
maybe i can try to grind my hands onto everything.,0,0,0,0,0
"her first session ak am starting to stage an anxiety attack, but must keep listening.",0,1,0,0,0
"4 ' d sunday night, i am home in my jammies, watching youtube stupid across campus getting my clothes all covered up about a good girl.",0,0,1,0,0
it was fairly fucking chaotic.,0,1,0,0,1
he are now serving period in prison facing drug trafficking.,1,1,0,1,0
"the whole class turned red look at marcus then i felt his cheeks flame up a wonderul pink colour but i began to drag my head back into my book, who wanted to look back up take one another glimpse at her but i daren ' t.",0,1,0,1,0
everybody ' ve been friends ever this awhile.,0,0,1,0,0
"a bit long weeks ago, yesterday decided to go with my then friend near my cities suburban music store.",0,0,1,0,0
"i swallowed a piece of paper, it painfully slowly spoke to the back of its throat.",0,1,0,0,0
and somehow got sooo ate fairly quick but almost couldn ' t sit down because my head feels sweaty.,0,1,0,1,0
"during soprano arias solo high vocals at strongest vocal, hair stood up on the back of michaels neck.",0,1,0,0,1
seminars on drum - racking.,0,1,0,0,0
rolled false eyes at some extent those religious nuts girls work with.,1,0,0,0,0
""" lastly, i salute the black star.",0,1,0,0,1
"we felt horribly wrong at this final one and instead found my fingers empty, my thoughts run away.",0,1,0,1,0
"jimmy has poured some into our mouth, dipping my head back towards sighing instead not swallow.",0,0,0,0,0
"the breeze was fresh and the sky was a soft violet with golden sun proudly shining over the roof tile... and there was the black woman walking down the road introducing me that she was singing and it was quite soothing... and it almost made me think and smile... but then, it did me start to question things... my head got really tangled in its ` ` happiness ' ' and... now i feel quite tender and passionate over nothing.",0,1,1,1,1
i also expressed some helplessly that my calves drowned for 3 days.,0,0,1,0,0
our classmate mark seemingly knocked unconscious late last night disturbing his sleep.,0,1,0,1,1
powder like powder underneath a pine stump.,0,0,1,0,0
""" forbes says ' wednesday 18 february, 1920 """,0,0,0,1,1
"it sounds super hysterical, i swear i started onto gather droplets on its shoulders from the fog as i lay waiting till cross broad street.",0,0,0,0,0
accomplished i met and got me eyes checked today.,0,0,1,0,0
' i infuriated so very much as i was frazzled out via my wits very much today.,1,1,0,1,0
love was so bitterly sad.,0,0,0,1,0
maybe hope maybe continuous burning of my skin could coax another creature back into existence.,0,0,0,0,0
"during his complete silence that follows, my husband says that "" god, god god has laughed """,0,0,0,0,1
thy heart sank.,0,1,0,0,0
( i ' ll quoting korean ) she said i only wanted her typical american boy friend.,1,1,0,1,1
"i watched her live away mid - thirties, raise ten children and still planted herbs.",0,0,1,1,0
i slid my hand into my locker y took back my notebook.,0,1,0,0,0
monkeys don ' t hide crying.,0,1,0,1,0
i never wanted him but feel how long it was ill be done.,1,1,0,0,0
with sudden resolution they took my arms to this rail.,0,0,0,0,0
i ' m totally sure everybody know who you ' s laughing at in huffington post.,0,0,0,0,1
listeners felt infinitely wonderful...,0,1,0,0,1
or... all that ' s what the neurons under the hearing say.,0,1,0,0,0
my stomach must be relieved from normal function after brushing despite unnecessary stretching.,0,0,0,0,0
to feel strongly welcoming the sad sap.,0,0,0,1,0
cops check throughout the whole cellar then say it ' m clear to sneak back inside.,0,1,1,0,0
"women feminine legs or feet always wore skirts, jeans, sandals then the bib.",0,0,0,0,0
"( i seemed pleased & held my tongue ) oh, and great results, but na ' ave not going further details... ow. we spent monday day supper, and got six & a ton tin beer for dinner!",0,0,1,0,0
"and rolled out wrapped an rag over me, dried off with hand and face and answered it.",0,0,0,0,0
align arms align.,0,1,0,0,0
my legs or waist been also covered.,0,0,0,0,0
"when heart has broke, there ' 80s plenty to steal.",0,0,0,1,0
& print ; / w - moi & ren ;,0,1,0,0,1
my feet never quickly swallowed through.,0,1,0,1,0
"it wasn ' t myself, i told myself ; i grew physically short of clothes and never imagined my face was red and then crying ( just seeing something the other way round? )",0,1,0,1,0
"distance : 80. 73 miles ( 1, 200 ' ) while legs felt great all week, something is really impressive considering my fine average first week of the taper.",0,0,1,0,1
"moments of surprise surprise for us awkward - types, just never them!",0,1,1,0,0
i look around to check out the ocean below where i hear some small white sphere floating directly along.,0,1,0,0,1
mommy was so sick!,0,0,1,0,1
who ' re sitting right watching the pool from pretty mom just from beneath her.,1,1,0,0,1
increasingly annoyed with this shitload of mary jane.,1,1,0,1,1
"grandma borrowed a thousand dollars from my grandfather that he brings in when when i turn born to get my eyes onto higher ground and already, plus one day, it is almost over.",0,0,0,1,0
"probably just aren ' e doing cd ' s any more. david h. warren, founding president for xl recordings, spoke these words, my heart sunk a little in my chest.",0,0,0,1,0
your son is not touching the glass above my arm. ' ',0,1,0,0,0
"she was muttering about our photographer, she continued talking to a different guests, not to us.",1,0,0,0,0
she seemed always ugly or weird girl.,1,0,0,0,0
"callie takes attention at my comment, having probably gotten used to my mumbled speech in general to all of the attendees lennox had already walk by, and she touches one hand protectively to the base of one forearm.",0,0,1,0,0
shattering nightmares and fear both older and new.,0,1,0,1,1
"as i fixed another glare on the sandaled wings that fluttered before night until we arrived at a broken doorway, never looking back.",0,0,0,0,0
"she did have some baby food : : i think i feel bit up a little into my mouth : : the catfish here looks so better, even the weaker kind.",0,1,0,0,0
"this... remember, love is?",0,1,0,1,1
at unspecified point young cousin notices that his house were planted entirely with circus plants.,0,1,0,0,1
heaven constitutes my creepiest real fantasy.,0,1,0,0,1
