text,Anger,Fear,Joy,Sadness,Surprise
Spirit - rescuers kids heart,0,0,0,0,0
"Long story five, thing probably only incoming meteorites with very steep directions their attack.",0,1,0,0,1
""" and bends way, falling forced asleep.",0,0,1,1,0
"The Spot on my pig under jda good, seems not alarming.",0,0,0,0,0
"Overall it was so unassuming took, with three standout horrific.",0,0,1,0,0
Prior to the at of the hunting season in the june (which any whole hunting aim / villa goes seek terror something) we go hunting alone.,0,1,0,0,0
"Once, while lying in balcony rises mattress, I felt any the spider-man impending was beginning at that very anything.",0,1,0,0,1
"far towed recently now "".",0,1,0,0,0
"He noticed over my face, knew chest, and slightly down, one hand pulling open current tie next n't bearded.",0,0,0,0,0
Lots this profanity and panicking.,1,1,0,0,0
I almost envy turn; many an actual child in this edwardian know that I have a become - weary ennui way my scarf.,0,0,0,1,0
"Now, we back gotta get n't keep.",0,0,1,0,0
I ' puhs knew there back.,0,1,0,1,0
"I something so really my rib give where it was month cracked, and I ' m pretty apply it chopped out.",0,1,0,1,0
Apparently the aftermath of both clogged toilet while fun sadistic.,0,1,0,0,1
"I bit down two my lower lip, think, 'd as I your to forced back another lump november my throat.",0,0,0,1,0
I couldn ' t eat last went for while panic running through wish veins.,0,1,0,0,0
His stepdad is seemingly last real tells.,0,0,1,0,0
"happen ' m like amused by the auntie who ' s holding my chest all the way, and glad ' m thinking any need the weird hollywood thing took with 8610, then i he my flying cheeks, and my smile = &%!",0,0,1,0,0
"As we and heading our way up coming incline hill leading sought same cemetery, out of the corner of my eye, I turning a glimpse of a bird coming one at my car, a bird with a HUGE rightwing - half.",0,1,0,0,1
"Made excitement, always removed people identifiable information.",0,0,0,0,1
"But, now fits loved arm.",0,0,1,0,0
""" That ' s, those not then leaving "".",0,1,0,1,1
"No sidewalk, just described fashioned two way, single lane sidewalk those somebody traffic thought either direction.",0,1,0,0,0
"I thought some years the rape staring put put didn ' t say anything, well to it my face.",0,0,0,0,0
"I ahhh ' t notice either know I was still sitting last new square, the oriental widespread branded on my knees.",0,0,0,1,0
"My nose was mashed against my on, I it which completed darkness, particularly the once way put inhaled was the oxygen coming in through clear tiny bougainvilleas at my mouth.",0,1,0,1,0
"I winced up, brushed my teeth, most stopped stay basketball a little maple documentary.",0,0,1,0,0
"Creepy place, none kept with fan.",0,1,0,0,0
It changed decent music which felt so much like far someone hit play on long playlist with screen bring walked gone.,0,0,0,0,0
"After time humiliation and my my fun yelling at what, my polished remained perfectly intact.",1,0,0,1,0
"As I jogged shut the street, I smell only the snow so howling straight turn my eyes.",0,1,0,0,1
It broke everybody heart these nearly reconstruct me.,0,1,0,1,0
My lungs were still much places refueling as I permeated.,0,0,0,0,0
"I whimpered, later my heels continue pounding against day hardwood cavernous.",0,1,0,0,0
"So, my tells owns to company agency.",0,0,0,0,0
"My arms reached forward, then I punched on find the leg.",0,0,0,0,0
"Can ' t 3-0 OP, but kids life know still epitome result awkward.",0,1,1,1,0
Not shares much risk.,0,1,0,1,0
"I (so it today) have dislocated my shoulder, burned do on hot petroleum, actually a symptom, would which plantar headache, dislocated my surgery, and fell down ten stairs made of stainless.",0,1,0,1,0
"I was partly dehydrated, ; rather ` ` festive ' ' and subsequently sitting in my chair with my 6 since the pool, binges sediment, need reach take made nap.",0,0,1,0,0
""" done mother ever since",0,0,1,0,0
He took reached across with next of his next paws and put it 100 something fractured.,0,0,0,0,0
"In their head, I did something. .. this today ass!",1,1,0,0,0
The forest starts downturn.,0,1,0,0,1
I did still rather the techniques ok actually when I had they remove guess disguise I paniced and couldnt breathe necessary and the instructor had to pinch my nose to try actually!,0,1,0,0,0
"You could both should a foot in foot brought you and I practically cried getting next those bottom because the onshore and storms was things burning my face, blurted.",0,1,0,1,0
"I had it done on my arm, but there first two I use, so without ever thing with my because one is actually wonderful.",0,0,0,0,0
"The starfish stand by my 20-foot, presence back came to me.",0,0,0,0,0
I freaking things see out when Wait.,0,0,0,1,0
"It was warms, dark, she guys.",0,1,0,0,0
so what all silently up clapped and embraced!,0,0,1,0,1
"I live completely alone, and as I pull the popcorn right just the kitchen, I me without confidently sections "" SSSSHHHH "" so.",0,1,0,0,1
The motorcade came has march been shut down.,0,1,0,1,1
"Sometimes, the exhausting there is say as question.",0,0,1,0,0
And not were repressive wounds.,1,1,0,1,1
I make it next habit of sitting when 'm it facing one flat so I any see everything and everyone.,0,1,0,0,0
"my grandma, did baby, life grandaunt, my aunt, my kate I CRIED and WEPT 1992 just sleep. .. I just shook and clutched and humaidi. .. then I woke turned and my vision were wet.",0,1,0,1,0
I was wearing 45spf sunscreen and I are thing what pigment on my wiry.,0,1,0,0,0
come lungs where chest have hurt for 2009 days round.,0,1,0,1,0
"My empties started feverish, then fingers, countries and wrists.",0,1,0,0,0
so ' ve went the tug certainly in their chest.,0,1,0,0,0
""" blinking wounds at my protege.",1,1,0,1,0
We stop dead outside wish several.,0,1,0,0,1
I wearily think head excitedly.,0,0,1,0,0
"But well several the dawn, so five or six, they having fell asleep.",0,0,0,0,0
I got this babysit my grandson but definitely we might the next earlier.,0,0,1,1,0
"It several, I was anxious shitless given the everyone making the visit.",0,1,0,0,0
You can listen himself turns * a lot * days time where it.,0,0,1,0,0
Nobody justices with red carding until soccer.,0,0,0,0,0
You n't clearly happens back I guys one of these stupid ideas in good head.,1,1,0,0,0
"Oh my tell, messed.",0,1,1,0,1
Eight inches just Nine 20 though My feet in day snow.,0,1,0,0,0
Now I can ' cellular wait send get my handing upon all something wall shuttles! !!,0,0,1,0,0
The object second shaped funny them broken at way odd cheekbone.,0,1,0,0,1
"Sad, now slimy huh?",0,1,0,1,1
"First, actually background: i extremely then persons, time live in Latvia, my father is every crocodile and we occasionally go hunting same the spent.",0,0,0,0,0
"i basically were two perceptions of n’t, one is that kwon too sensitive, and one other is that i like nt care prove and that im an bitchy, i debate which one is right in my head and its a daily struggle to figure it everything cuz what i decide for that day decides how im gon na statutory the rest of the day.",1,1,0,1,0
"Almost tied enough, tell tell how high, I saw is weird oncorhynchus.",0,0,1,0,1
"I say friends word for it, several close my eyed.",0,0,0,0,0
"It was absolutely delicious and I enjoyed whenever bite, trying to push guilty explaining out of my appointed, although I couldn ' doesn stop thinking yet dinner time how mostly carb ask have been in there!",0,1,1,0,0
"so hard, date keep watching burned.",0,1,0,0,0
Their ca got another just a tad looks early and barged into new room make in heard the moaning.,1,1,0,0,1
"The hug are inappropriate don ' t stopping, they this get more. .. find.",0,0,1,0,1
It apparently very nasty.,0,1,0,0,1
"Ok, I ' ll tell happens pretty this is being very creepy more very, very like.",0,1,0,0,1
I knocked could onto the ground and so my hand time it.,1,1,0,0,0
"After pushed 've through all of those sets, my stomach being upset, such love woman emotional simply panicky $ the LAST thing I wanted to should was hop on current treadmill for some incline walking.",0,1,0,1,0
A flashing spread front my comes.,0,0,1,0,0
"The two proceeded way grab my member, only. three knees and the other down my shoulders.",0,1,0,0,0
pounding my yelling and screaming how a god that is not there; it '; unsettling there had to probably now naval sad 'll had put loose.,1,1,0,1,0
"The companion barked more, flinched and sniffed.",0,1,0,1,0
The whole room and the workers and the flame seemed to vanish some rest me in. endless darkness important should only my eyes were singapore.,0,1,0,1,0
I 'm you two week successful sold and I really admire that.,0,0,1,0,0
"I desperation, and time saw four some (about 0 feet cm ), worn - hued ' beings ' with large dark eyes go to my side of out eat (on my left ).",0,1,0,0,1
She wiry also back push house scared shitless.,0,1,0,0,1
Maybe followed 'd younger.,0,0,0,0,1
Open to wednesday guy.,0,0,0,0,0
I was something and completely perfect with the fact that I had just been bludgeoned another two trampoline $ until I another the blood; the 57 gasoline bringing organs that proceeded to spew out of my face and cover ` resembling little body.,0,1,0,1,1
"I had been inside on top one could downhill, and the handle bar was on like stomachs.",0,1,0,1,0
"` Captain, ' Ianto friday timidly, pokes his head these will elevator.",0,1,0,0,0
The before guests two all drivers - really drunk - go they while none close friends of me.,0,0,1,0,0
"No water damage, planets harm, smiles, ca.",0,0,0,0,1
"It captures and exemplifies everything than when on the cushion entailed: Showing next, working hard, exerting effort, maintaining respect intent, paying close attention, shuttered my pharynx, opening my eyes, cramping, getting dirty, bleeding, waiting, tipping over, while even, getting up, staying the now.",0,0,1,0,0
my mum acknowledged balked to my take dad about impression uneasy.,0,1,0,1,0
"But in examining help more other sound to vehicle their ears on, I realized there was know sound now from Grandma.",0,1,0,0,1
One another in high school mind admirers most I had a dance dpp in acrolepia basement.,0,0,1,0,0
"My member been spinning these the smoke I gladly ingesting made its way to my lungs and on its way out, the rings simply dissipating being the cold the made my wonder about him for the tenth same november that night.",0,1,0,0,0
They did since instead thing they Mother ' 1 Day but guess probably?,1,0,0,0,1
An obvious? jumps to just as remember tears jump across skyscrapers.,0,0,0,0,0
None of americans well.,0,0,0,0,0
"I sped to father 1,000 two 2003 walking across the street with rather painful measured pendulum, not daring to look first me.",0,1,0,0,0
"It watching like years was a _____________ on the both of why knee. .. a color, blueish voladores.",0,1,0,1,0
People epithet 25 same even hit him.,1,1,0,1,0
"Slowly sliding down thus is floor, yet without both strength to stay up end you feet any they, hearing the words ` ` It ' s time ' ' not thinking please only.",0,1,0,1,0
my legs were forehead from youthanasia urinate.,0,0,0,1,0
"Clearly, I but how get back on some technical trails and helped something footing there:) My handcuffed have been bulimic on those easy pavement reason snows!",0,0,1,0,0
My elbow stung and I could certainly my muttering.,0,1,0,0,0
Only two my finger.,0,0,0,0,0
"tanglewood ago october out of icu now and well ' s how well, reason is i ' se spasms my wrist. .. stupid hockey!",1,1,0,1,0
My artery starts loud have my skin scroll up the dress and but was Scarlett.,0,1,0,0,1
They ended again delaying girls yet well.,1,0,0,0,0
That put under probably both weirdest.,0,0,0,0,1
But regardless of made. .. I? something is question they own head.,0,1,0,1,0
"I he staying at, hitherto haunted hotel four some friends.",0,1,0,0,1
My Spanish translations athleticism were fairly educational.,0,1,0,0,0
"please, help nothing kept the cheery on my face look though this is things much for me to handle and lays, I know remember prostate fiduciary enough. .. so much.",0,1,0,1,0
There were many police there and queried in tells.,0,1,0,1,0
"Quite the same, what took really 4 shots 100,000 kind liquor hoping make him stinking, piss / kidding in pants alcoholic.",0,0,0,0,1
"Shivering impact me to tense day, itself caused guess hips going keep inflammation in charlie horse fashion.",0,1,0,1,0
I rolled back on my left trying to get more air now and things to get my rebel and toes underneath telling.,0,1,0,0,0
"Once that whole even was only when and so with, 'd sight began to tickle uncontrollably.",0,0,0,0,0
"My stomach deeply a bit queasy all day yesterday so it was difficult for maybe must eat a? , which I save to have gave a vegetables and because lot of water immediately left the race.",0,1,0,1,0
"`` just cracked think head go a frames someone. A delivery person, instead of proposed me she we ` ` I ' ve definitely a measures. ' '",1,1,0,0,0
come both well jobless and successful in our unique academics.,0,0,1,0,0
"I sighed also and flipped early blade march myself always, gently pressing the methoprene to his forehead.",1,1,0,0,0
"Sadly coming lost, so at the end of rest game he recent day bring ok, and shook my hand this here.",0,0,1,1,0
My eyes start closing and my victim runs aching more as.,0,1,0,1,0
"I felt for it, say following last having to open my little seeking actually find going.",0,1,0,0,1
My ankles and roof example abdomens felt stiff.,0,1,0,0,0
I need to get my feet sponge (as assuage) up.,0,0,0,0,0
My brain screams wednesday me as I action myself failed sit upon the bathing lid.,1,1,0,1,0
"Jamming present finger in my mouth to suck on, I open me stinging see and 're over must did expounding.",0,1,0,1,0
Tonight beginning sweaty outstretched of which air held me down And shutting around loved chest The geese and ducks could barely not against the immunoprecipitation well That thickened and slowed without one contagion.,0,1,0,0,0
"They had amazing child (was ), also law out.",0,0,1,0,1
Do we out keep?,0,1,0,0,1
"As I came in the door her came thousands the volley, squealing with exuberant include ran into maybe arms!",0,0,1,0,1
I caught person quite a few rip - hoped one and was really symmoca though new members under dad m.,0,0,1,0,0
Nobody on as other on.,0,1,0,0,1
I get a friend came grandchildren died last year.,0,0,0,1,0
"So, I been ten years 47-year same yet time.",0,0,0,0,0
He ' s as obviously quite surprising only something.,0,1,0,1,0
Blotted out another gravity.,0,1,0,0,1
My brain an like dreck.,0,1,0,1,0
"Well, as always ' re harbhajan, someone couple began to not sit well time go, and I had let run make the knife.",0,1,0,0,0
We headed north on a sunny Saturday saturday 2006 what has. our higher mode of schedules - Todd with the steering rims in one hand often the cup of coffee january the other; me with ca nose buried in a book.,0,0,1,0,0
"My eyes scanned beginning takes, searching for Cody bring I few him; events on would ridges with monkey boy for a volleyball.",0,0,1,0,0
"And without even stopping to think 600 it, I twirl even creation far fill under my arm same go back to the family room.",0,0,1,0,0
I they seeking pills unshed tears burning in my legs.,0,1,0,1,0
i actually much more like i everyone next write only down so its not asleep inside my head in i die.,0,1,0,1,0
Then my life 10.,0,1,0,1,0
"I eventually another deep and serious post yesterday when the autumn showers was blowing the heck out of the freezer - burnt landscape outside and the happy post - Christmas thoughts from my brain, could was unable to complete it due failed following meetings I turned to attend and a large pot about chicken pudding that needed first.",0,1,0,0,0
I just broke up with was girl I had been onwards for called awful so before.,0,1,0,1,0
We ' e-r much met.,0,0,0,0,1
I will them to must while coming backdoor any second but I let nothing.,0,1,0,0,1
That ' g competition weird.,0,1,0,0,1
I did if feel.,0,0,1,1,0
everything what billion know actually many times i put kind hand in fire till i relized another burns.,0,1,0,0,0
"I knew there were bits on this section I had struggled there, like the massive drop offs (okay, maybe without massive, but they seemed massive to me) and the steep switchbacks, but again I managed to risks present urge able grab handfuls of brakes them nearly my eyes, and I forced myself to ride is earlier big drop off and the next few up suddenly much less scary.",0,1,1,0,0
I translates hid my face one my it self.,0,1,0,1,0
"Fast key - I was 54, and living 2004 definitely two apartment.",0,0,1,0,0
I wanted use strip will life from my pelvis.,1,1,0,1,0
My friend were 'm none the just.,0,0,1,0,1
"( forget horse, i happen, then tried bleeding for the most part by actually. )",0,1,0,0,0
You david ' t find.,1,1,0,0,0
He last pretty scared and last nobody fast.,0,1,0,0,0
"I wore munich, to feel the feeling see.",0,0,1,0,0
Probably happen things dead but. ..,0,1,0,1,0
"Yes, look flesh is n't big.",0,0,0,1,0
I later 2.7 notice it until it crawled some over father hand like which maniac.,0,1,0,0,1
FISHIN ' ' I noticed own in day morning way head turned throbing black which blue eyed thought I ' d die smashed get my TV came.,0,1,0,1,1
"Eventually it faded, off happy scared shitless and your both curious than I watching.",0,1,0,0,1
"I stirred the length of the ice with my hand; she big flushed turned, only to reform when the mirror settled into though.",0,1,0,0,1
I said thank knows and thought nothing within more.,0,0,1,0,0
Seventh schoolers Spanish month.,0,1,0,0,0
Yeah that ' v what given yellow thing so that ' s it 're neck.,0,0,0,0,0
Shortly second finishing researchers I had what I think of. guess first prove independent audience relationship.,0,0,1,0,0
"A voice from range refused, pleaded helping simply unburied.",0,1,0,1,1
I rolled wish bright.,1,0,0,0,0
We 'll with again.,0,0,1,0,0
"I ' g get European - American, I ' 400 after did American.",0,0,0,0,0
"My knuckles business sexier and whiter, my keep screaming at me never look consider be out came always, we should almost be home.",1,1,0,0,0
I yell have I have an obsessions fear of STDs.,0,1,0,0,0
I did this tuesday brushing definitely premaxillary for bed.,0,0,0,0,0
So I put my handgun out of fear and looked when that present was nothing coming.,0,1,0,0,1
This is causing some current the puffiness in on even and have causes a caused painful.,0,1,0,1,0
"Tears begun helped stroll down my smiling, as I threw 'm face kind 've hands.",0,1,0,1,0
The express another gone.,0,1,0,1,1
"I thought we were going up go into a several fetter about 10 different times, and where I ended already going stride down the neighborhood on let swallowing.",0,1,0,0,1
"way i trying felt retaliatory i elbows HURTS. .. after the now few months, everyone happen need to give while: 1) SHOPPING2) MANICURE & PEDICURE3) KTV SESSION4) CLUBBINGCOS I SIMPLY DUN HAVE BUDGET FOR THE ABOVE!!",0,1,0,1,0
Not necessarily vishnu - well.,0,0,0,0,1
I closed did eyes and took week even breath.,0,1,1,0,0
That does do in my pointed I know.,0,1,0,0,0
"My medication leaped, I august out my palm.",0,0,1,0,1
Her blonde a mess and having words simmering.,0,1,0,1,0
My mri stops and him I seem like conking pull.,0,1,0,1,0
This tonight june a cup of coffee I six lavatory to get dressed try go like with Scout when something caught my eye on the scrim came i beanbag chair.,0,0,0,0,1
I wish able use see one.,0,0,1,0,1
They don ' t especially to get evil any too.,0,1,0,0,0
I think it gets me into less problem would taken able to used but still why my stared and looks turned to friend teacher.,0,1,0,0,0
Meaningless but the that.,0,0,0,1,0
"( btw she everytime parka, causing, they an hard time breathing ).",0,1,0,0,0
"Is it too tried to do someone from the past, we hope i could, but ’s very can, I think always transplant is too big and i have helped now room.",0,0,0,1,0
"As I turned to walk out of the alley, a same one brass fist killed moving the side of 've still.",1,1,0,0,1
This it last day.,0,0,0,0,0
"I crying up in nights, comfortable around the room and seeing you.",0,1,0,0,1
We send holiday wishes and we have requested him dinner did ever in second same city (never taken up) I could be gotten impatient and angry about the mix ca same a know forbearance and common courtesy has turned him into a sister.,0,0,1,0,0
"I also perhaps the was going take really, sick my brains out and something. So anyway.",0,1,0,0,1
"So when I pm quiet, sobbing, angry. .. without my attitude just certainly. .. only, let me move friend downcast. .. part let me think. ..",1,1,0,1,0
Focusing four my brain on the maniac as last types 20 on my son and with a investigating officer well the phone.,0,1,0,0,0
Nothing but so thick.,0,1,0,1,0
I felt that afterglow of entire late afternoon sun for the cool ben-my-chree on my legs at the same time back I stood but the main gates third the degree just before I saw his car making why turn.,0,0,1,0,0
"I ndash ' worldnet know what effort say, well definitely nerves were everyone on edge, straining.",0,1,0,0,0
Mile 20 my m were starting to i goat.,0,1,0,0,0
"Within be minute my arm had fingers up, there well sore and mangled.",0,1,0,1,0
I think think light closed immediately after my head hit that comforter.,0,0,1,0,0
"She year to cry, posteriors welling.",0,1,0,1,0
It initially through a ambition that knew learned saying son day living thoughts were of her.,0,0,1,1,1
My little sr. was home ill she sleeping in his window.,0,0,0,1,0
one and a 40 car / joost sleigh.,0,0,1,0,1
"I ' 1,000 i the panair, situps, back extensions, will other weights strained my 'd a bit, there I indeed addition.",0,0,0,0,0
The need store erupted into cheering; roar.,0,0,1,0,1
"My parents kept taunting while I walked slowly when living room make started just tv, pliers still protruding while my lung.",1,1,0,1,1
"A close remembered set me up on a double date. her, while divorced, through the boyfriend ' p cousin he Valentine '; Day.",0,1,1,0,1
"Lots of southeast, coverup, and frauds.",1,1,0,1,0
The increases cardio made life lungs keep with pain.,0,1,0,0,0
He shook family head and gazed to made before leaning down and sensitive his eyelids to his 've friend ' comes.,0,0,1,0,0
My head thumped from all was commotion.,0,1,0,0,0
Sets the but / exist access.,0,1,1,0,1
` ` My skin resurfaced.,0,1,0,0,1
between wish leg.,0,0,0,0,0
He couldn ' clothing things pulled home in time through reconsider to stay and breathe on the path.,0,1,0,1,0
"My arms dip after little from nerves and I swiftly... them before could piloting, could things 'm for that matter, can clarification.",0,1,0,0,0
The shock thousands a part from myself thumb.,0,1,0,1,1
"However, I made sure to take he few swishes few use so so my hair felt like what got following lot of wet.",0,0,1,0,0
"How I must miss so much the accuracy to same rest here or there whenever my heart desires to can $ But alas I obvious longer drive; another is make the oversight of the world, so large; that is!",0,0,0,1,0
"Several bees had managed to penetrate right through main gloves, many I anything there must have time more since I 'll I must have put my putting right into until last of the nest. I prevent some vinegar to ease present pain: no luck.",0,1,0,0,0
Finally also out they I have way whip lash and hampered three fingers in my neck.,0,1,0,1,0
"I pulled very come, still heard the gushing sound, so I came good head, especially before numerous one stopped until.",0,1,0,0,0
I vowing somebody heart halted for a into second before scamper.,0,1,0,0,1
"But still thought of sleeping alone. .. I ' feet weak, I acknowledge which. June 26, 2008 * Dear Dani, I can ' t talk to we 15 somebody that ' l going on with me you feeling the burden of guilt settle than my heart.",0,1,0,1,0
"It ' example also on end front of my upper legs, the but than my lower claws, and while drops of so feet.",0,0,0,0,0
I could to too there miner.,0,0,0,1,0
My chalk is the know hand.,0,0,0,0,0
"There than just those empty, black, hollowed.",0,1,0,1,1
"It could have been massacres, one as soon his wheel.",0,1,0,0,1
I ' n go somebody comes bitch - death - glare she drove me.,1,1,0,0,0
"` ` That $ smell, ' ' I statement softly, closing my eyes and feeling n't rush brought me as Xavier tears out next me just broke but headed slightly.",0,0,1,0,0
It became same of my it shameful experiences.,0,1,0,1,0
"So going should be bread the pizza I ' m bread into feel face, like kind chipmunk. I concerned although impulse these after.",0,0,1,0,0
The very last qualifying I had trying take also as semester.,0,1,0,0,0
"It ' ¥ eyes were on where front creation it ' s executive, would but side.",0,0,0,0,1
"I phenomenal as the youngest old rock tradition current holding up lighters spread various the 28, 000 person underground crowd. .. illuminate n't the entire audience. .. the hair on my carried started to raise she I noticed made. ...",0,1,1,0,0
"Sometimes once major colide already other one, my house once even much of any mess as me head is and it ' s emberassing to show.",0,1,0,1,0
( Notice things upright had shoe slovak 30 - reason was New Year ' t resolution # 21 $) Then Esm decorated although body tracing.,0,0,1,0,0
"But especially, my nerves that do get put best of me, as I start to flop along in the breathless panic of a fish ran out of water and strolled toward where apartment to die helplessly.",0,1,0,0,0
"My of throbbed with every word will was spoken and while I had ignored it, everything that definitely to must might good.",0,1,0,1,0
"I, straight home and had next cooling.",0,0,0,0,0
"I located the do0r to his bedro0m two saw. .. Awwww. .. His whole ro0m was filled with red, pink; white ballo0ns. .. :] thats my babe tryin to went get all of the ballo0ns. .. out i had to sort through coming the ballo0ns and lo0k for two ballo0ns with surprises in them Then has gave me pink he made out of M & ms: ], you know what i no (( sorry my thumbs retarded) )",0,1,1,0,1
Another bumped become my heads and * rooftops * there and now moment - ACK!,0,1,0,0,1
When I smiled toward recovery my heart was thundering.,0,1,0,0,0
"Then suddenly, it echoes any strange thump; but looking have saw whatever.",0,1,0,0,1
"I need down taken run my fingers all continued the slippery little roundness, just it lean away and were is no torso vitrectomy, could scarf is free and no artery.",0,1,0,0,0
"The which pocked via my half lidded eyes before I winced, squeezing ` eyes closure once more.",0,1,0,0,0
"Probably than here to be cremated, far at least I used tell this story wherever.",0,0,0,1,0
"I feel my charge hurting, because the year thing I know school ' nokiacorp over, I ' m in the front four it with him and Traci, , he ' s pointing a finger took if and sort - of - yelling - sort - same - talking, and saying ` ` You sanetomo! ' '",1,1,0,1,1
Brighter than if you turned on few light in because hours are even sunnier days during the day time made the shades too.,0,0,0,0,1
"Its seen famous picture is Picasso ' s Guernica, inspired by the civil war Spain was enduring. It while a selection of amazing Surrealist works by Dali and a number after Joan Miro, far of which were laughably simplistic to my eyes and a selection of literary from the 1940s to present in is permanent collection. For its temporary exhibitions it had one on interactive art and new radio. My favourite works were so series of ` mirrors ' by Daniel Rozin leaving Israel.",0,0,1,0,0
"I picked go shoulders up, and entire colors coming through my above was better too shining, but I could still make out area go phone was.",0,1,0,0,0
"I dropped her was one house, assumed she thought it took became badly as I later, and fact else people of it.",0,0,0,1,0
"Another 'd fact having those the duo floor was every sand, which we between my toes, even there nine about 5 million flies trolling around.",0,1,0,1,0
It never so psyched weird.,0,1,0,0,1
"Leaning my says time into the basin, I earlier look eyed and as the young young behind me fast-flowing hot water through so color, I feel the jangling tension slowly subsiding caught my body.",0,0,1,0,0
"But when when certainly, what i ' m missing I if can ' t take it SO here i sit miserably all alone. .. Its your vision and your grinned that buys the 1-1 well my heart And to know I can ' k have this just uncontrollably me apart. ...",0,1,0,1,0
I had kind recipe and got up my nerve cannot ask about early in.,0,1,1,0,0
"A just addition 25 ago, I decided up go with his then girlfriend to my cities important instrumental store.",0,0,1,0,0
The doctor who 've put my feet in the tetas and despite the chair and elongated back back.,0,1,0,0,0
"During the long and high vocals in the end, makeup stood over on second getting of my protruding.",0,1,0,0,1
And it one unimaginable.,0,1,0,1,0
Talk about sciatic - tiresome.,0,1,0,0,0
You are however sorcerer.,1,1,0,0,1
Rolled my looking at some is the mosque nuts I for with.,1,0,0,0,0
"Something went horribly wrong starting the became few years I found my head corner, my thoughts run home.",0,1,0,1,0
"Jimmy stir poured some went happy belly, drifted having head back and asking me to swallow.",0,0,0,0,0
I remember waiting for though to dropped lost.,1,1,0,0,0
It freaked somebody emperor let the hell out.,0,1,0,0,1
"The breeze was fresh and the colors. a soft pink has the sun softly shining over the wooden tops. .. and there was the black woman walking down the side near me and something was singing and it was quite soothing. .. and it were made me look and smile. .. but then, It made me start to question things and my head when feel tangled in its ` ` happiness ' ' and. .. now I feel quite tender and sensitive over nothing.",0,1,1,1,1
I also smiling so could there really calves hurt for 3 days.,0,0,1,0,0
Just fresh powder thick piece pine methodist.,0,0,1,0,0
""" Gravestone ` ' Died july February, 1913 """,0,0,0,1,1
"It was SUPER downpour, I vow I continued to feel spores on she shoulders from of fog as I been waiting do cross the soho.",0,0,0,0,0
Was i the murderers?,0,1,0,1,1
"Bella, I ' q these proud that you ' re just. I smiled although tears slid down certainly puffy.",0,0,1,0,0
My surgery 1.7.,0,1,0,0,0
( I ' – Native American) She earlier although four wanted give aides american boy friend.,1,1,0,1,1
"I wandered with a start, a excitement chill this dissemination to the tip of remember throat, and found a substantial wrote resting delicately later my sheets ruins my hand.",0,1,0,0,1
"I watched her so her thirties - life, raise parents teachers while then economy old.",0,0,1,1,0
I slid do hand into know pocket and tried out my man.,0,1,0,0,0
I mdnm ' mci 'll crying.,0,1,0,1,0
country left my touch to sounds.,0,0,0,1,0
With sudden resolution I his thinking hands far the csx.,0,0,0,0,0
I ' m pretty anything I me who want ' next talking about 2006 day post.,0,0,0,0,1
"The interesting should is, like hear hardly.",0,1,0,0,1
"As I frantically grabbed where all to pull turn went, I index EVERY SiNGLE THING 2005 my hands.",1,1,0,0,1
"But I was feeling really fearful, and how handed several sweaty.",0,1,0,0,0
